#OTU ID,W12t1b,W12t1c,W12t1l,W12t2b,W12t2c,W12t2l,W12t3b,W12t3c,W12t3l,W12t4b,W12t4c,W12t4l,W12t5b,W12t5c,W12t5l,W12t6b,W12t6c,W12t6l,W48t21b,W48t21c,W48t21l,W48t22b,W48t22c,W48t22l,W48t23b,W48t23c,W48t23l,W48t24b,W48t24c,W48t24l,W48t25b,W48t25c,W48t25l,W48t26b,W48t26c,W48t26l,WC10Mb,WC10Mc,WC10Ml,WC31Hb,WC31Hc,WC31Hl,WC32Hb,WC32Hc,WC32Hl,WC33Hb,WC33Hc,WC33Hl,WC8Mb,WC8Mc,WC8Ml,WC9Mb,WC9Mc,WC9Ml
Zotu9299,0,1,0,0,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,6,1,0,1,4,0,0,0,0,0,0,0,1,4,0,2,4,1,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0
Zotu93,442,1,14,4,2,1,4,0,3,2,2,1,4,2,1,18,6,3,31,8,0,17,2,4,42,3,2,3,1,8,12,1,1,144,6,5,162,11,0,13,1,10,45,3,2,9,4,0,3,3,1,8,2,0
Zotu930,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,32,0,0,0,0,0,75,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9300,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,3,0,0,2
Zotu9301,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu9303,0,12,1,0,18,0,0,18,69,0,10,0,0,0,0,2,8,1,0,0,0,0,1,0,0,0,0,0,13,0,0,16,0,0,1,0,0,0,0,0,10,0,1,9,28,0,21,0,0,4,0,0,14,0
Zotu9304,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Zotu9305,1,0,0,0,0,0,0,0,0,3,1,0,6,6,0,5,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,12,0,0,14,2,0,5,1,0,0,0,0,0,0,0,0,1,0,3,0,0
Zotu9306,0,2,0,0,2,0,0,1,7,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
Zotu9307,2,0,0,6,0,1,1,0,0,0,0,0,1,2,0,25,7,0,0,0,0,11,0,3,3,1,1,3,0,4,1,0,4,4,1,4,2,0,2,2,0,0,0,0,1,0,1,1,1,0,1,1,0,2
Zotu9308,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9309,0,4,0,0,1,1,0,1,0,0,1,3,0,1,0,1,1,0,2,1,0,0,1,0,1,1,5,0,4,0,0,2,5,0,4,0,0,4,1,0,4,1,0,0,4,0,2,0,1,1,3,0,3,0
Zotu931,1,2,0,1,0,0,2,0,1,0,1,1,82,47,0,47,5,0,0,1,1,0,0,3,6,1,0,1,0,1,0,0,1,10,2,2,1,1,0,1,2,2,4,3,1,1,2,1,27,0,0,0,0,2
Zotu9310,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0,0,2,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,3,0,0,0
Zotu9311,0,2,0,0,5,0,0,0,0,0,0,1,0,1,0,1,3,0,1,3,0,0,8,1,0,1,16,0,1,14,0,0,0,0,3,0,0,3,0,0,1,0,1,3,0,0,2,0,0,3,0,1,0,0
Zotu9312,0,5,1,0,0,1,0,1,2,0,2,0,0,5,0,0,4,2,0,1,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,7,0,1,3,4,1,2,1,0,3,2,0,3,0,0,0,4
Zotu9313,0,4,4,0,3,4,1,0,7,0,6,0,0,7,1,0,0,2,0,3,1,0,8,4,0,9,2,0,11,0,0,4,4,0,4,3,0,1,0,0,8,4,0,7,1,0,9,3,0,5,2,1,4,0
Zotu9314,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Zotu9315,0,4,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,9,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,6,0,4,0,0,0,6,0,2,0,0,4,0,0,2,0
Zotu9316,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0
Zotu9317,4,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9318,0,0,15,5,3,0,2,17,0,0,5,0,0,5,0,4,7,8,0,14,1,1,1,1,0,10,0,0,4,0,4,10,0,0,46,6,1,0,18,0,0,0,0,5,0,1,6,0,7,3,0,4,9,2
Zotu9319,5,7,1,1,0,1,2,0,0,0,0,20,0,2,1,0,6,2,1,0,0,0,13,0,1,8,0,0,2,0,0,0,2,0,9,2,0,8,0,0,4,0,1,6,11,0,1,3,1,6,23,1,12,0
Zotu932,0,12,11,0,18,5,0,15,3,1,15,9,0,12,17,0,27,7,0,40,3,3,25,5,0,37,4,0,20,2,0,28,15,0,9,12,0,24,12,1,31,8,0,23,6,1,25,1,0,25,4,0,13,5
Zotu9320,0,4,0,0,3,0,0,1,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,2,1,0,2,3,0,3,1
Zotu9321,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,3,0,0,4,0,1,0,0,1,2,0,0,3,0,0,0,0,20,0,0,4,2,0,1,0,0,0,2,0,2,6,0,0,0,1,0,1,0
Zotu9322,1,17,1,0,4,0,2,0,1,2,13,0,0,13,1,2,21,0,1,16,1,2,7,0,1,9,0,0,11,0,1,23,2,0,79,45,1,25,0,1,17,2,0,9,39,2,3,0,1,3,0,0,0,0
Zotu9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zotu9324,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,1,0,2,10,0,2,3,0,2,4,0,2,35,3,5,1,0,1,1,1,1,2,0,5,0,4,2,0,0,5
Zotu9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu9326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,39,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu9327,0,1,3,0,0,0,1,3,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,3,0,0,8,0,3,2,0,0,0,0,0,0,0,0,0
Zotu9328,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,1,0,7,0,0,3,0,0,4,0,0,4,0,0,1,0,0,4,0,0,7,0,0,5,0,0,8,3,0,8,0,0,1,0,0,5,1
Zotu9329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu933,2,0,0,0,4,0,6,0,0,0,1,0,8,12,0,0,1,1,4,2,0,13,2,0,34,1,0,14,2,0,28,1,0,52,0,0,10,2,1,28,0,0,11,2,0,51,1,0,1,3,0,19,0,0
Zotu9330,0,1,0,0,5,0,0,1,4,0,0,0,0,0,5,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,0,0,1,0,0,2,3,0,1,0
Zotu9331,0,4,0,0,1,0,0,4,0,0,1,0,0,1,1,1,5,15,0,2,6,0,0,1,0,2,3,0,1,0,0,7,7,0,2,1,0,7,1,0,4,0,0,3,0,0,1,0,0,5,0,1,1,0
Zotu9332,0,1,0,0,9,0,0,0,0,0,0,0,0,3,12,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,10,0,1,1,0,6,0,0,4,0,0,0,0,0,6,0
Zotu9333,13,0,0,3,0,0,1,0,0,0,0,0,7,8,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,4,0,7,4,0,6,0,0,11,0,0,3,0,0,4,0,0,1,0,0
Zotu9334,0,4,0,0,2,0,0,2,0,0,1,6,1,0,4,0,0,2,0,0,1,0,5,0,0,1,0,0,5,0,1,5,5,0,5,1,0,1,0,0,6,0,2,2,5,1,6,5,0,1,4,0,1,7
Zotu9335,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,52,0,1,0,0,0,0,0,1,5,0,2,0,0,7,4,0,2,7,0,1,0,0,2,0,0,1,2,0,0,3,0,2,0
Zotu9336,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9337,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,1,0,11,0,0,4,0,0,1,0,0,1,1,0,0,3,0,1,3,0,0,1,0,0,0,0
Zotu9338,0,1,1,7,1,0,0,0,0,2,2,1,0,0,3,3,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,4,2,4,1,0,2,4,3,1,0,0,3,4
Zotu9339,5,0,0,3,0,0,1,0,0,7,0,0,0,0,0,3,0,1,3,0,0,10,2,0,4,0,0,3,1,0,13,0,0,1,0,0,2,1,0,2,1,3,1,0,0,0,0,0,1,0,0,5,0,0
Zotu934,0,12,1,0,26,20,0,15,1,3,10,0,0,9,0,0,19,2,1,8,2,0,12,7,0,17,1,0,17,7,0,28,3,1,20,4,0,9,3,0,30,12,1,9,7,0,15,4,1,31,1,1,19,2
Zotu9340,3,0,0,0,0,0,3,0,0,0,0,0,8,1,0,7,2,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Zotu9341,0,12,1,2,0,32,1,13,0,0,2,0,0,3,0,0,9,1,0,1,3,0,3,2,0,1,0,0,0,3,1,10,0,0,21,50,1,0,0,0,8,2,0,0,0,0,1,0,0,4,0,1,1,0
Zotu9342,6,7,0,3,0,0,12,3,0,8,3,1,7,1,0,4,5,0,2,0,9,6,0,0,5,1,0,1,0,0,1,0,0,11,0,0,3,0,0,3,3,0,0,0,0,6,0,0,8,3,0,8,0,0
Zotu9343,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,12,0,0,2,0,0,0,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0,8,0,2,9,0,0,0,1,0,0,1
Zotu9344,1,3,2,1,38,1,0,26,8,0,4,16,1,8,0,0,14,3,1,7,4,1,26,0,1,33,2,0,24,15,0,23,24,0,39,0,1,18,46,1,18,1,0,15,21,2,16,10,0,12,25,1,12,3
Zotu9345,0,0,5,0,0,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,4,3,0,2,1,0,2,2,1,0,1,0,0,1,0,6,1
Zotu9346,0,22,0,0,16,1,1,6,4,0,3,0,0,1,9,0,3,17,0,1,1,1,17,23,0,6,5,0,14,0,0,1,2,1,16,0,0,13,0,1,19,18,1,29,6,2,14,1,0,12,87,3,14,2
Zotu9347,8,0,0,0,0,1,2,0,0,0,0,0,2,1,0,3,1,0,8,0,0,14,1,0,3,0,2,0,0,2,0,1,2,0,0,1,0,0,0,15,0,2,2,0,1,0,0,0,0,0,3,0,0,3
Zotu9348,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,6,0,0,0,0,3,0,0,2,0,0,1,5,0,3,1,0,4,5,0,4,0,0,2,0,0,5,0
Zotu9349,0,0,8,0,0,15,0,0,2,0,0,2,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,11,0,0,18,0,0,13,0,0,0,0,0,42
Zotu935,13,0,1,18,5,0,13,0,0,7,2,0,24,7,1,14,3,1,2,0,0,3,3,0,3,1,0,2,0,0,13,2,0,2,1,0,12,3,1,23,0,2,8,0,2,3,6,0,7,0,1,5,2,0
Zotu9350,0,7,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,4,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,4,0,0,9,0,0,0,6,0,11,0
Zotu9351,1,1,0,0,0,0,1,3,0,0,3,0,0,1,1,1,2,0,1,3,2,0,2,1,1,3,1,0,2,0,0,0,4,0,3,12,0,1,1,0,2,1,0,1,0,0,3,0,1,3,0,0,2,0
Zotu9352,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Zotu9353,0,1,3,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9355,0,0,0,0,0,0,3,1,0,0,1,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,1,0,0,4,0,0,0,0,2,0,0,0
Zotu9356,0,3,2,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,1,12,0,0,0,1,1,0,0,3,4,0,1,0,0,4,1,0,0,0,0,5,6,0,0,3
Zotu9357,0,7,2,0,1,4,0,2,4,0,1,8,0,2,15,0,3,0,0,6,0,0,2,0,0,6,7,0,8,1,0,5,4,0,2,0,0,4,0,0,9,0,0,6,10,0,7,8,0,8,0,0,4,1
Zotu9358,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,1,5,0,0,9,0,0,5,0,0,2,0,0,7,1,1,6,0,0,4,1,0,4,0,2,7,0,0,9,0,0,5,0,0,3,1
Zotu9359,1,3,25,0,45,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,1,11,0,0,7,0,0,0,0,0,3,1,0,1,0,0,0,2,0,7,0,0,1,0,0,8,1,0,0,1
Zotu936,1,4,6,0,0,5,0,2,23,0,1,19,0,1,0,0,0,10,1,0,40,1,0,1,0,4,1,1,1,28,0,8,13,0,1,7,1,7,0,0,3,0,0,0,0,0,0,29,0,0,7,0,1,25
Zotu9360,0,2,0,0,2,1,0,1,2,0,0,0,0,1,0,0,1,2,0,3,0,0,1,0,0,2,0,0,1,1,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,0,4,0,0,6,0,0,2,0
Zotu9361,0,9,2,0,3,0,0,1,4,0,1,2,0,1,0,0,3,0,0,3,0,0,1,0,0,4,1,0,1,0,0,1,3,0,0,2,0,5,0,0,3,0,0,2,0,0,2,3,0,8,0,0,5,0
Zotu9362,8,0,0,0,0,0,1,0,0,1,0,0,1,3,0,2,1,0,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,12,0,0,0,0,0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0
Zotu9363,0,3,0,0,1,1,1,1,0,0,0,1,0,2,0,0,2,0,0,1,1,0,2,0,0,0,27,1,3,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,6,1,0,4,0
Zotu9364,0,5,2,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,9,2,0,14,0,0,12,0,1,5,3,0,8,0,0,1,3,0,3,0,0,2,0,0,8,3,0,7,0,0,2,0,0,1,0
Zotu9365,0,0,1,0,2,2,0,0,5,0,3,3,0,1,2,0,0,2,0,0,0,1,1,2,0,1,0,1,1,0,1,0,1,0,2,1,0,4,2,1,0,1,4,0,4,0,1,0,0,5,1,0,0,2
Zotu9366,1,5,0,2,3,1,0,0,0,0,1,0,0,1,0,0,2,0,0,13,0,0,8,0,0,0,0,0,5,0,0,2,0,0,10,0,0,4,4,0,9,0,0,2,0,0,4,0,0,2,0,0,0,0
Zotu9367,0,1,0,0,1,0,0,0,1,0,2,3,0,1,6,0,2,2,0,1,0,0,15,0,0,1,0,0,1,0,0,4,0,0,2,0,0,3,0,0,1,2,0,3,0,0,1,0,0,0,0,0,5,0
Zotu9368,0,0,10,0,1,0,0,1,0,0,0,9,0,1,7,0,1,0,0,1,3,0,1,0,1,2,0,0,1,0,0,1,0,0,5,0,0,3,0,0,0,1,0,2,1,0,2,0,0,0,0,1,0,5
Zotu9369,0,5,0,0,0,0,1,4,1,0,3,0,0,1,0,0,4,0,0,4,0,0,2,0,0,2,4,0,0,1,1,3,4,0,2,0,0,1,2,0,2,3,0,2,4,0,1,0,0,0,0,0,3,0
Zotu937,2,0,0,0,0,0,50,0,0,33,9,0,1,0,0,0,1,0,42,0,0,2,0,3,1,0,0,0,0,1,0,0,1,2,0,3,1,1,0,1,6,0,0,5,1,2,1,0,29,0,0,0,1,2
Zotu9370,7,3,0,5,0,0,1,5,0,1,4,0,5,1,0,3,0,0,2,0,0,2,1,1,2,0,0,0,3,0,0,1,1,2,0,1,3,2,0,3,2,1,2,0,0,4,0,0,0,4,0,0,7,0
Zotu9371,1,0,0,0,0,0,2,0,0,5,2,0,6,0,0,0,0,0,2,0,0,2,1,0,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,11,1,0,20,0,8,9,0,0,0,0,0,0,0,0
Zotu9372,0,22,38,4,31,2,0,16,0,0,0,2,0,6,3,2,23,0,3,0,0,4,29,0,3,3,0,0,5,2,3,1,116,1,7,3,1,20,59,0,10,0,6,20,1,2,40,126,0,43,1,0,70,47
Zotu9373,0,0,1,0,0,1,0,1,2,0,0,4,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,4,0,0,0,1,2,0,0,0,7,0,1,3,0,1,1,2,1,4,0,1,0
Zotu9374,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,6,0,3,0,0,0,0,0,4,0,0,3,0,0,3,1,0,1,0
Zotu9375,4,0,0,3,0,0,1,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
Zotu9376,0,0,0,0,21,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,32,0,0,3,0,2,25,0,5,0,0,6,0,0,0,0,1,3,0,0,3,0,0,22,0
Zotu9377,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,3,2,0,2,0,0,3,0,0,2,0,0,0,3,0,2,0,0,3,6,0,1,3,0,0,0,0,0,1,0,4,1,0,2,2
Zotu9378,0,0,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,3,0,2,1,0,1,5,0,0,0,0,5,7,0,2,0,0,2,1,0,3,1,0,4,7,0,0,0,0,0,1,0,3,9
Zotu9379,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,2,0,3,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2
Zotu938,16,0,0,4,0,1,58,0,0,2,0,0,32,24,0,0,0,2,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,25,0,0,112,2,0,81,1,1,3,2,0,1,1,0,1,0,0
Zotu9380,0,6,2,0,1,2,0,3,3,0,3,0,0,1,5,0,10,0,1,2,1,0,2,0,0,7,6,0,3,2,1,0,0,2,3,0,0,10,11,0,3,0,0,4,3,0,1,0,0,1,5,0,9,2
Zotu9381,0,3,1,0,1,0,0,2,0,0,7,0,0,1,5,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,4,0,3,0,0,0,0
Zotu9382,0,0,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,2,0,1,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0
Zotu9383,0,1,4,1,0,8,0,0,2,0,0,2,0,3,0,0,1,3,0,2,0,0,0,6,0,0,4,0,1,0,0,4,6,0,0,0,0,1,2,1,0,3,0,0,11,0,0,0,0,1,0,0,2,3
Zotu9384,0,3,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,8,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2
Zotu9385,0,5,0,0,10,3,0,4,1,0,3,0,0,5,0,0,3,0,0,0,1,0,0,11,0,0,0,0,1,3,0,3,0,0,4,14,0,8,0,0,0,0,0,9,8,0,7,7,0,5,1,0,7,0
Zotu9386,0,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
Zotu9387,0,0,0,0,0,0,0,0,0,0,0,13,0,0,35,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0
Zotu9388,0,0,0,0,0,0,0,2,4,0,2,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,4,0,0,0,0,2,0,0,1,0,0,3,4,0,0,0,0,1,0
Zotu9389,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1
Zotu939,0,22,12,0,11,12,0,4,6,0,6,14,2,3,15,0,4,16,2,9,19,0,10,6,0,19,18,1,10,5,3,13,2,0,6,14,0,19,8,0,12,19,1,17,7,0,14,12,1,17,4,0,15,7
Zotu9390,0,1,1,0,0,0,0,0,1,0,0,6,0,1,11,0,0,6,0,0,2,0,2,0,0,0,5,0,0,6,0,4,0,0,1,7,0,1,4,0,0,0,0,0,0,1,0,4,0,5,3,0,0,0
Zotu9391,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9392,0,0,0,0,2,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0
Zotu9393,0,3,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,2,0,0,3,0,1,10,0,1,0,0,0,0,0,0,0
Zotu9394,3,0,0,1,0,0,5,0,0,8,0,0,1,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu9395,0,4,0,0,13,0,0,0,0,0,0,4,0,1,0,0,2,1,0,3,0,0,9,0,0,4,0,0,0,0,0,1,23,0,3,0,0,4,0,0,1,0,1,10,0,0,1,1,0,8,0,0,0,0
Zotu9396,0,5,0,0,0,0,0,4,0,0,1,3,0,0,3,0,2,0,0,2,0,0,0,0,1,1,0,0,6,1,0,2,0,0,0,0,0,0,2,0,2,0,0,3,1,0,1,0,0,7,0,1,3,0
Zotu9397,10,0,0,1,4,0,7,6,0,2,0,0,0,7,0,2,3,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,5,0,0,1,2,0,0,0,0,2,0,0,2,0,0,4,0,28,0,0,0
Zotu9398,0,0,2,0,0,6,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,1,0,2,0,0,5,0,1,1,0,3,2,1,0,2,0,0,1,0,1,1,0,1,4,0,2,0,0,1,0,0,0,1
Zotu9399,0,3,1,0,0,51,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,5,0,1,0,0,0,7,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
Zotu94,97,5,0,171,2,0,11,0,0,133,45,0,65,39,1,76,4,0,0,3,0,0,4,3,0,1,0,1,0,0,2,1,0,1,0,0,14,2,1,93,1,0,48,1,1,28,3,1,58,0,1,76,3,0
Zotu940,94,0,3,0,2,0,0,0,1,1,2,0,0,0,0,3,2,5,4,2,1,3,3,1,13,0,0,1,4,3,1,1,4,43,1,3,31,3,0,0,3,2,13,2,3,1,1,0,1,0,0,0,2,2
Zotu9400,0,0,0,0,0,0,0,0,2,0,2,0,0,0,13,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,0,3,4
Zotu9401,0,3,0,0,4,0,0,2,4,0,3,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,0,5,0
Zotu9402,0,0,24,0,5,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,2,0,2,0,0,4,12
Zotu9403,0,0,0,0,0,0,0,0,0,8,0,0,1,3,0,0,0,1,13,0,0,30,0,0,3,0,0,0,0,0,1,0,0,41,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0
