	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu14006	0	7	0	3	1	2	0	0	1	0	0	0	0	0	0	8	0	1	4	0	0	4	0	1	5	0	0	2	0	0
Zotu14007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14008	0	0	6	0	1	0	0	2	0	0	2	0	0	3	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0
Zotu14009	1	3	1	2	5	1	0	5	8	8	5	5	0	4	0	0	9	0	0	5	0	0	3	0	0	3	0	0	5	0
Zotu1401	17	4	13	4	5	7	5	9	12	7	9	6	0	13	11	2	7	15	1	8	8	0	6	12	0	15	2	0	8	10
Zotu14010	1	3	2	2	0	5	0	0	1	3	5	1	0	1	0	0	4	1	0	1	3	0	2	0	0	4	1	2	1	1
Zotu14011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14012	3	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
Zotu14013	0	0	5	5	0	0	0	1	0	0	0	0	0	1	0	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0
Zotu14014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14015	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14016	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu14017	0	3	4	0	0	1	0	0	1	0	0	0	6	3	1	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0
Zotu14018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1402	11	8	9	10	4	13	4	15	19	8	9	12	2	13	5	1	22	9	0	13	3	1	7	2	0	18	1	0	7	2
Zotu14020	0	0	1	0	3	2	0	3	7	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0
Zotu14021	0	1	3	1	5	1	0	1	2	4	0	0	0	1	0	0	3	0	0	3	0	0	2	0	0	1	0	0	1	0
Zotu14022	3	2	0	1	0	2	0	3	4	0	2	1	0	3	0	0	2	0	0	3	0	0	3	0	0	0	0	1	1	0
Zotu14023	0	0	0	0	0	7	38	8	7	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14024	0	0	1	30	8	3	0	0	11	0	0	0	0	37	0	0	3	1	0	5	1	3	8	0	0	3	0	0	0	0
Zotu14025	2	0	0	0	0	1	0	3	1	1	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
Zotu14026	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14027	0	0	1	0	0	9	18	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0
Zotu14028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14029	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1403	0	0	0	1	1	0	7	2	5	2	4	2	0	3	1	0	0	23	0	2	5	0	0	35	0	2	8	0	0	15
Zotu14030	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	4	0	0
Zotu14031	1	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14032	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14033	1	21	0	1	6	0	25	8	6	1	0	0	0	1	1	0	9	0	0	8	1	0	3	0	0	2	0	1	0	0
Zotu14034	1	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0
Zotu14035	0	2	0	0	4	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0
Zotu14036	0	1	1	0	0	2	0	0	2	2	6	1	0	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu14037	3	0	0	2	1	12	10	3	4	12	12	9	1	9	1	0	1	65	0	0	16	0	6	34	0	5	1	1	8	1
Zotu14038	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu14039	0	0	4	1	1	0	1	14	2	3	2	1	0	5	0	0	1	4	0	1	0	0	1	1	0	2	1	0	1	4
Zotu1404	1	7	1	2	1	2	2	4	3	4	8	4	0	1	26	0	3	12	1	0	5	0	6	32	0	5	6	1	1	19
Zotu14040	2	12	0	0	2	2	2	0	1	7	2	5	0	4	1	1	2	0	0	0	15	0	4	15	0	3	0	0	2	1
Zotu14041	1	1	0	2	1	1	0	0	1	0	1	2	0	2	0	2	0	0	0	0	0	0	1	0	0	1	1	0	1	5
Zotu14042	0	0	0	0	0	0	1	2	0	7	4	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19
Zotu14043	0	0	0	0	0	0	47	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14044	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	4
Zotu14045	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	3	0	0	5	1	0	5	3	0	0	0	1	4	1	1
Zotu14046	0	2	1	1	0	1	1	0	1	2	2	0	0	1	12	0	3	0	0	3	0	0	0	1	1	1	0	0	11	0
Zotu14047	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0
Zotu14048	1	4	4	3	2	6	0	33	11	2	7	3	0	4	2	1	19	0	0	3	1	1	6	0	0	2	18	0	11	22
Zotu14049	0	1	0	0	0	6	0	0	0	0	0	0	2	1	0	1	1	13	0	1	0	1	1	0	4	0	0	1	0	1
Zotu1405	0	0	0	6	32	0	0	0	0	0	0	0	37	3	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Zotu14050	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14051	2	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	5	0	1	0
Zotu14052	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu14053	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu14054	22	0	1	2	9	10	3	29	30	40	32	10	1	27	4	0	7	87	1	41	30	4	33	83	0	23	103	0	15	15
Zotu14055	1	0	6	0	1	8	15	1	4	0	9	5	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14056	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14057	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	12	0	0	0	0
Zotu14058	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14059	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0
Zotu1406	13	5	3	6	3	17	18	13	7	12	21	6	1	13	0	0	13	1	0	20	3	0	18	6	0	28	13	0	17	2
Zotu14060	0	0	0	0	0	4	0	2	2	5	2	0	1	0	0	1	2	1	0	0	0	1	7	0	0	1	0	0	1	0
Zotu14061	0	1	0	5	1	0	4	0	0	7	3	0	0	2	0	0	2	0	0	2	0	0	4	0	0	6	0	0	0	0
Zotu14062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14063	3	0	1	3	1	2	0	1	0	1	1	0	0	0	2	0	2	0	0	4	0	0	9	0	0	3	0	0	0	0
Zotu14064	0	0	22	1	0	1	0	6	0	12	1	1	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	13	0
Zotu14065	3	1	2	1	0	1	3	1	4	4	4	8	0	3	0	0	6	14	0	3	3	0	3	8	0	2	5	0	7	5
Zotu14066	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14067	2	3	1	6	0	0	4	2	1	0	0	3	1	2	1	2	1	0	0	1	1	1	2	0	0	3	0	0	3	6
Zotu14068	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	5	0	0	1	0	2	7	0	0	0
Zotu14069	9	11	0	8	4	13	7	11	4	12	16	2	1	7	1	0	8	14	1	10	16	0	11	0	0	3	0	0	1	9
Zotu1407	18	8	5	4	6	15	13	5	9	5	8	6	0	9	17	1	12	9	3	9	7	3	15	2	4	10	1	12	6	1
Zotu14070	0	2	0	1	1	0	0	0	4	0	0	2	1	2	0	9	0	0	0	1	0	0	0	0	19	0	0	1	0	0
Zotu14071	0	0	0	1	1	1	0	1	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu14072	2	0	1	0	0	2	3	1	1	1	1	3	0	3	0	0	4	0	2	2	0	2	0	0	0	5	0	1	2	0
Zotu14073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14074	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Zotu14075	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	2
Zotu14076	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14077	0	1	4	0	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	15	0	4	0
Zotu14078	0	0	0	6	8	1	6	2	0	5	0	0	0	6	1	0	4	0	0	0	1	1	15	0	0	2	0	2	6	1
Zotu14079	0	0	0	1	0	1	5	0	1	1	0	2	0	1	2	0	0	0	0	0	10	0	0	2	0	2	0	0	1	0
Zotu1408	0	0	0	0	3	0	0	7	1	0	0	0	0	1	1	1	2	0	0	0	1	0	2	0	0	0	1	0	0	0
Zotu14080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0
Zotu14081	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu14082	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	6	0	0	1	1	0	6	1	0	0	0	1	8	0	1
Zotu14083	14	28	6	11	3	1	3	0	0	2	0	6	0	0	0	0	14	0	0	10	0	0	8	0	0	21	0	0	12	0
Zotu14084	2	1	2	0	1	0	0	1	3	0	0	7	0	3	0	0	0	0	1	1	15	0	2	4	1	2	0	0	2	11
Zotu14085	0	0	0	1	0	0	0	0	0	1	0	0	3	2	0	4	0	0	1	0	0	1	0	0	1	0	1	7	0	0
Zotu14086	1	0	1	12	6	1	12	8	1	2	2	0	0	7	0	0	12	0	0	1	0	0	12	0	0	0	0	1	0	0
Zotu14087	0	0	2	1	0	0	0	0	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14088	5	2	0	0	0	2	0	1	2	1	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0
Zotu14089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1409	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	17	0	0
Zotu14090	0	0	0	0	2	0	0	0	0	5	2	5	0	2	0	0	1	0	1	4	6	0	26	0	0	0	0	0	0	0
Zotu14091	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14092	0	10	1	4	7	1	0	3	0	0	0	0	19	1	0	5	0	0	12	1	0	5	0	1	9	0	1	10	0	0
Zotu14093	2	0	0	1	1	2	3	4	0	0	1	2	0	3	4	0	0	2	2	0	7	0	2	0	1	1	0	0	4	0
Zotu14094	7	2	7	7	3	7	0	0	0	0	0	1	0	9	0	1	11	0	1	10	0	1	6	0	0	4	0	0	10	0
Zotu14095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14096	0	0	0	0	1	2	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu14097	0	1	1	1	0	0	0	0	0	0	1	1	0	0	11	0	0	10	0	0	5	0	0	7	0	0	36	0	0	36
Zotu14098	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Zotu14099	0	1	7	1	0	2	0	2	0	4	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
Zotu141	2	0	0	4	4	0	1	0	0	0	2	1	62	0	0	0	1	0	2	0	1	2	0	0	13	0	3	13	0	0
Zotu1410	1	0	0	5	1	10	0	4	7	1	4	0	1	7	1	0	6	6	0	4	7	0	5	6	0	2	5	0	2	4
Zotu14100	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	2
Zotu14101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14102	6	0	0	0	1	3	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
Zotu14103	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu14104	6	2	2	3	1	0	0	1	3	0	1	1	0	0	7	0	0	10	0	0	1	0	3	0	0	0	0	0	1	0
Zotu14105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	2	0	0	0	0	0	3	0	0
Zotu14106	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14107	1	1	3	0	1	0	0	1	1	0	0	0	0	1	4	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0
Zotu14108	0	0	0	1	2	0	17	0	0	2	0	0	0	1	0	0	3	0	0	0	48	0	0	0	0	9	0	0	0	0
Zotu14109	0	1	1	0	3	0	8	0	12	9	2	6	1	5	10	0	9	80	0	5	6	0	2	6	0	0	0	0	0	7
Zotu1411	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	2	0	0	67	1	0	3	0	1
Zotu14110	0	0	1	1	1	0	0	4	3	3	3	1	0	5	1	1	2	0	10	0	1	4	1	1	0	1	2	0	0	0
Zotu14111	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14112	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Zotu14113	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0
Zotu14114	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
Zotu14115	0	0	0	0	0	1	1	0	0	0	0	0	6	1	0	2	0	0	1	0	0	7	2	0	0	0	0	1	0	0
Zotu14116	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	8	0	1	7	0	0	0	0	0	0	0	0	0
Zotu14117	1	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu14118	2	0	1	0	1	0	2	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	2	2
Zotu14119	1	0	0	0	1	1	3	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	3	0	4
Zotu1412	1	0	3	6	4	3	1	0	3	4	7	1	4	0	0	8	4	1	3	1	1	5	1	1	6	0	5	4	1	0
Zotu14120	1	0	0	3	1	0	3	2	0	1	2	0	0	0	3	0	1	2	0	0	1	0	0	0	0	0	0	0	4	0
Zotu14121	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu14122	0	6	1	0	0	2	0	3	0	0	0	0	0	1	12	0	2	3	0	0	0	0	0	0	0	1	5	0	0	0
Zotu14123	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14124	0	0	0	0	0	3	8	0	0	5	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0
Zotu14125	3	4	9	3	5	4	10	3	9	12	6	14	0	6	0	0	6	1	2	9	1	0	11	2	0	15	25	10	5	0
Zotu14126	3	3	2	1	4	2	0	0	0	1	0	6	4	2	0	3	3	0	2	1	1	0	0	0	2	0	0	1	0	0
Zotu14127	1	1	2	3	2	1	0	1	2	1	0	1	1	6	0	2	0	2	6	2	1	6	2	0	1	0	0	0	1	0
Zotu14128	0	3	0	2	2	1	0	0	0	5	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Zotu14129	1	0	0	0	0	0	0	0	1	0	0	0	2	3	0	1	0	3	1	0	0	0	2	0	0	1	0	0	0	0
Zotu1413	4	1	1	3	2	4	8	2	3	4	10	23	0	4	2	0	6	9	0	3	7	0	7	11	0	9	4	0	4	24
Zotu14130	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Zotu14131	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu14132	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	3	0	0	2	0	0	0	0	0	1	0	0	2	0	0
Zotu14133	6	18	1	34	7	4	21	3	7	1	1	3	13	8	2	8	14	0	3	13	0	1	5	0	2	55	0	3	0	1
Zotu14134	4	0	0	0	0	3	0	0	1	0	2	1	2	0	0	0	1	0	35	0	0	2	0	0	3	0	0	0	3	0
Zotu14135	2	0	1	3	0	0	3	3	1	0	3	1	0	1	1	0	3	0	0	1	0	0	1	0	0	0	0	0	3	0
Zotu14136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14137	1	0	0	0	0	0	0	1	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	5	0	1	7	0	0	0
Zotu14138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Zotu14139	0	0	1	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Zotu1414	12	5	1	1	2	5	6	12	5	9	15	2	0	9	3	1	16	12	1	15	12	0	6	4	1	16	6	1	13	4
Zotu14140	0	0	0	0	1	3	1	1	1	1	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14141	2	0	0	0	0	0	2	2	1	0	3	2	0	0	0	0	2	2	1	2	0	0	0	0	0	4	0	0	1	2
Zotu14142	5	0	0	1	0	3	1	3	4	2	5	2	0	2	0	1	1	6	0	3	2	0	1	0	0	5	4	0	4	3
Zotu14143	0	2	0	3	0	2	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0
Zotu14144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14145	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Zotu14146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14147	1	0	20	0	1	1	0	4	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	4
Zotu14148	0	0	0	0	0	0	30	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14149	10	7	13	8	4	12	2	2	6	0	0	12	0	12	0	0	6	0	0	35	0	0	13	0	0	5	13	0	0	9
Zotu1415	1	0	1	8	3	0	0	0	0	0	0	0	1	0	6	0	0	2	0	0	2	1	2	1	0	0	0	0	0	1
Zotu14150	3	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	1	0	0	0	2
Zotu14151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14152	1	0	0	2	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Zotu14153	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	9	0	2	0	0	1	0
Zotu14154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Zotu14155	0	0	1	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	1	0	1	2	0	0	3	0	2	0
Zotu14156	6	23	24	1	5	0	7	2	9	0	2	30	0	7	0	0	2	1	0	3	32	0	7	65	1	1	0	1	0	1
Zotu14157	4	4	0	0	4	0	1	0	1	0	0	0	0	0	0	0	4	0	0	2	4	0	0	0	0	0	0	0	0	0
Zotu14158	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14159	0	0	7	0	8	0	0	0	7	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Zotu1416	0	3	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	8	0	0	33	0	0
Zotu14160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	5	0	0	0	0	0	0	0	0
Zotu14161	12	16	1	3	1	15	0	4	16	10	36	1	1	10	0	0	13	2	0	2	36	2	12	2	5	20	0	0	8	0
Zotu14162	0	0	1	2	0	0	0	7	1	1	2	0	0	3	2	0	1	0	0	5	3	0	3	0	0	1	5	0	1	7
Zotu14163	29	1	1	0	9	22	2	0	18	24	3	0	0	8	0	0	6	1	1	10	0	0	11	0	0	21	2	2	0	0
Zotu14164	0	0	0	4	1	2	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	1	14	0	0	0	0	1
Zotu14165	0	3	1	1	0	1	5	1	0	1	1	0	2	1	0	0	2	4	0	1	1	0	0	0	0	0	0	1	2	2
Zotu14166	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1
Zotu14167	7	1	6	1	3	2	7	0	2	2	5	1	0	1	25	0	4	0	0	1	8	0	2	0	0	1	0	0	3	0
Zotu14168	0	0	0	2	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14169	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	7	0	0	7	0	0
Zotu1417	1	1	0	0	2	0	6	3	2	3	1	0	1	0	0	1	1	1	0	0	1	1	5	1	0	2	2	2	0	1
Zotu14170	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu14172	16	2	0	14	1	1	0	0	3	1	1	0	0	0	0	0	6	0	2	1	0	0	3	0	0	12	0	0	0	0
Zotu14173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0
Zotu14174	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	2	0	0	4	0	1
Zotu14175	0	1	1	2	0	0	2	0	2	1	3	0	0	20	0	0	3	1	2	0	4	1	3	2	0	0	2	0	1	0
Zotu14176	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14178	0	1	0	1	0	0	0	1	1	1	0	15	0	2	7	0	0	0	0	0	59	0	0	0	0	0	6	0	0	24
Zotu14179	1	0	0	2	0	0	2	0	1	4	0	2	0	3	0	0	0	0	0	2	0	0	1	0	0	3	1	0	0	0
Zotu1418	0	0	0	2	5	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	29	2	0	17	0	0
Zotu14180	6	2	9	1	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	2	0	0	3	0	0	5	0	0	1	0
Zotu14181	1	1	0	0	0	1	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Zotu14182	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
Zotu14183	0	0	0	0	2	1	0	2	1	0	0	0	0	1	0	0	4	0	1	2	0	1	0	0	0	4	1	0	0	0
Zotu14184	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
Zotu14185	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14186	1	3	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
Zotu14187	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14188	1	0	0	0	0	1	2	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1
Zotu14189	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1419	0	0	0	5	0	1	0	3	1	3	1	0	4	0	0	27	1	0	16	0	0	23	0	0	4	0	0	7	0	0
Zotu14190	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1
Zotu14191	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
