	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu14192	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
Zotu14193	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14194	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Zotu14195	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14196	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	17	0	0	4	0	0	0	0	0	0	0	0
Zotu14197	2	1	0	1	1	1	1	2	5	3	1	1	1	2	2	1	4	0	2	2	1	1	3	6	1	0	0	0	7	7
Zotu14198	3	2	3	0	1	1	1	0	6	2	9	0	0	2	1	0	1	0	0	0	0	0	0	9	0	0	5	0	0	1
Zotu14199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu142	0	4	1	21	38	2	0	0	2	4	0	0	57	6	0	54	3	0	120	3	0	47	8	0	46	3	0	115	1	4
Zotu1420	1	0	0	3	2	1	0	2	0	0	10	1	15	0	0	2	1	0	5	0	2	4	1	1	6	1	3	2	2	0
Zotu14200	2	0	0	1	1	0	0	1	0	2	4	0	0	2	0	0	2	0	0	2	0	0	2	1	0	2	0	0	1	0
Zotu14201	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu14202	0	0	20	0	0	1	0	8	7	19	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	7	1
Zotu14203	1	0	0	0	3	0	0	0	1	0	0	0	0	0	2	4	0	1	2	0	0	4	0	0	3	0	0	0	0	2
Zotu14204	62	33	38	14	9	25	3	10	13	2	8	17	0	27	1	1	31	2	0	34	1	0	31	0	0	10	0	0	39	0
Zotu14205	35	0	3	5	2	0	27	0	13	15	3	10	0	11	17	0	4	0	0	2	0	0	5	0	1	2	21	2	0	1
Zotu14206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14207	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu14208	2	3	3	3	0	1	1	2	2	0	3	0	0	1	3	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14209	10	0	13	1	11	0	0	9	2	0	1	6	0	9	0	0	8	27	0	2	8	0	0	9	2	2	0	4	0	2
Zotu1421	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	2	0	0	1	2	0	0
Zotu14210	2	9	5	2	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	4	0	0	3	0	0	2	0	0	1	1
Zotu14211	5	2	39	0	0	2	0	9	7	18	0	0	0	1	1	0	7	21	0	3	4	0	5	0	1	1	0	0	4	0
Zotu14212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Zotu14213	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	3	0	0	3	0	0	1	0	0	1	0	0	0	0	0
Zotu14214	1	3	0	1	5	3	0	3	5	1	2	1	0	1	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1	3
Zotu14215	7	0	1	0	0	2	2	0	0	1	2	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Zotu14216	0	1	1	0	2	4	8	0	0	0	0	5	1	1	0	1	1	0	1	1	0	2	5	0	3	0	1	0	0	2
Zotu14217	4	0	5	1	0	3	0	6	4	5	2	1	0	5	0	0	1	0	0	6	0	1	7	0	0	8	0	0	0	0
Zotu14218	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	0
Zotu14219	2	0	0	6	3	2	45	8	8	0	1	7	0	0	0	0	6	0	0	0	1	0	4	0	0	7	0	0	10	4
Zotu1422	0	0	0	2	0	0	2	1	2	0	3	2	8	0	0	0	1	0	0	2	0	1	1	0	10	0	2	7	0	3
Zotu14220	2	2	1	5	0	9	4	2	8	8	5	2	1	16	2	1	14	14	0	11	21	1	15	0	0	10	58	0	4	24
Zotu14221	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
Zotu14222	2	0	0	1	0	2	1	1	3	3	0	0	0	2	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	3
Zotu14223	3	0	1	0	2	0	2	1	4	3	3	0	0	1	0	0	5	1	0	0	0	1	1	2	0	0	0	0	7	3
Zotu14224	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	2	0	0	2	4	0
Zotu14225	0	2	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Zotu14226	0	0	23	0	0	2	0	8	2	23	0	0	0	0	3	0	0	5	0	1	2	0	0	0	0	0	0	0	7	0
Zotu14227	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu14228	6	6	4	8	5	3	0	3	10	4	17	5	1	2	0	0	5	0	0	11	1	0	5	0	0	5	15	0	1	0
Zotu14229	3	11	2	11	7	33	56	42	12	32	33	7	0	19	3	0	23	0	0	18	13	0	23	0	0	18	1	4	31	19
Zotu1423	27	13	6	8	3	17	15	14	23	11	9	12	0	13	0	0	15	0	0	2	0	0	16	0	0	9	0	0	10	0
Zotu14230	2	0	2	1	4	3	0	2	1	3	1	0	0	0	1	0	0	0	0	1	8	1	4	9	0	3	1	1	2	4
Zotu14231	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1
Zotu14232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0	0	0	1
Zotu14233	0	0	1	3	5	2	0	0	9	4	9	0	0	3	0	0	7	0	0	7	0	0	5	0	0	3	0	0	3	0
Zotu14234	38	1	11	3	4	16	19	1	30	6	18	46	0	7	1	0	8	39	4	15	2	1	5	21	1	19	2	1	24	1
Zotu14235	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu14236	13	1	0	0	2	0	2	8	20	17	0	2	2	4	1	0	5	0	0	22	0	0	5	0	2	7	45	0	0	0
Zotu14237	0	2	0	4	0	0	0	1	2	1	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	16	0	0	0
Zotu14238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
Zotu14239	0	0	0	4	4	0	4	0	0	0	0	3	2	1	0	3	2	0	0	0	0	0	2	0	1	1	0	3	0	0
Zotu1424	0	3	0	3	3	0	1	2	1	1	2	1	20	0	0	1	0	0	0	1	0	1	0	0	12	2	2	18	1	0
Zotu14240	9	3	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0
Zotu14241	1	0	0	0	0	2	0	3	2	1	1	1	0	2	0	0	0	3	0	2	3	0	1	0	0	0	2	0	1	1
Zotu14242	1	0	1	1	0	2	0	0	2	0	0	0	0	3	1	0	0	1	0	1	1	0	1	0	4	1	1	8	0	1
Zotu14243	2	2	0	2	4	1	2	3	0	1	0	1	0	1	0	0	6	0	0	1	0	0	0	0	0	2	0	0	0	0
Zotu14244	0	1	3	2	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Zotu14245	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	1
Zotu14246	0	2	0	3	0	2	1	4	0	0	9	2	2	0	18	0	3	1	0	0	28	1	1	16	0	1	0	1	0	65
Zotu14247	8	18	8	7	13	16	0	11	0	0	2	6	0	9	0	0	11	1	4	7	0	2	9	0	0	36	1	0	0	2
Zotu14248	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	2	5
Zotu14249	0	2	1	0	0	3	2	0	2	4	3	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
Zotu1425	6	8	5	2	4	1	5	2	8	7	9	1	0	3	9	0	5	17	0	6	16	0	7	4	0	2	7	1	3	0
Zotu14250	0	0	0	0	0	0	1	4	1	2	1	1	0	1	5	0	0	2	0	5	0	0	0	5	0	1	9	1	0	0
Zotu14251	0	6	1	2	0	0	1	2	5	1	3	1	0	0	2	0	1	0	0	3	0	0	3	5	0	5	0	0	2	0
Zotu14252	2	0	4	1	0	0	5	4	5	4	0	0	2	3	0	3	0	2	0	0	2	0	4	0	2	8	0	0	6	4
Zotu14253	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	6	0	0	0	0	1	2
Zotu14254	0	1	3	0	0	1	0	1	0	4	0	4	0	1	0	0	1	0	0	0	0	0	4	3	0	2	0	1	1	5
Zotu14255	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	5	0	0	0	0
Zotu14256	0	0	0	3	1	2	1	0	0	0	0	0	3	1	0	0	0	0	5	0	0	2	0	0	5	0	0	0	0	0
Zotu14257	0	1	0	0	2	4	3	0	0	0	2	1	0	1	1	1	3	0	2	2	1	2	2	0	0	1	1	1	0	1
Zotu14258	0	1	3	0	1	0	2	3	0	3	0	4	0	4	4	0	2	0	0	5	0	0	2	1	0	0	0	0	1	36
Zotu14259	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1426	0	0	4	0	0	1	0	0	8	0	0	1	0	5	17	0	2	5	0	2	9	1	1	5	0	6	5	0	4	1
Zotu14260	5	6	0	0	0	1	3	0	2	2	4	1	0	1	4	0	0	12	0	3	0	0	2	0	0	4	0	0	7	1
Zotu14261	21	12	3	0	2	5	15	3	3	1	9	6	0	12	0	0	8	0	0	5	6	0	3	4	0	11	0	0	5	1
Zotu14262	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu14263	0	1	0	0	29	1	0	5	0	0	1	0	135	16	0	56	0	0	8	0	0	1	0	0	1	0	0	0	0	0
Zotu14264	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14265	2	0	0	0	0	2	1	0	2	6	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0
Zotu14266	3	0	0	2	0	1	0	0	0	0	4	2	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14268	0	0	8	0	0	1	0	15	1	5	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14269	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
Zotu1427	20	28	26	7	5	11	1	0	2	2	2	7	0	8	1	0	11	1	1	11	2	0	13	0	0	16	0	0	23	18
Zotu14270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14271	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	5	0	0	2	0
Zotu14272	0	0	0	1	1	0	0	0	1	0	0	0	6	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0
Zotu14273	1	1	0	1	1	1	5	1	1	0	1	2	0	2	0	0	1	1	0	2	0	0	1	0	0	2	0	0	1	0
Zotu14274	0	0	1	5	0	1	0	0	2	4	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Zotu14275	11	2	0	0	1	1	0	0	0	5	1	6	0	0	0	0	4	2	0	0	0	0	4	7	2	2	0	0	3	0
Zotu14276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu14277	0	0	0	0	0	0	0	1	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14278	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	3	0	0	2	0	0	2	0	0	1	0	0
Zotu14279	1	0	0	3	2	0	0	0	0	0	0	2	1	1	0	3	1	0	0	0	0	3	1	0	0	1	0	1	0	0
Zotu1428	0	0	0	3	1	0	3	0	5	3	1	0	4	1	0	6	2	0	1	1	0	1	0	2	0	2	0	0	0	0
Zotu14280	2	5	1	4	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	7	0	0	6	0	0	0	0	1	3	0
Zotu14281	1	6	0	0	1	4	2	0	2	2	2	1	0	0	0	0	1	0	0	1	17	0	2	0	0	1	0	0	0	1
Zotu14282	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
Zotu14283	1	0	0	1	1	1	1	0	2	3	3	0	0	2	1	0	3	0	0	3	0	0	0	0	0	4	0	0	0	0
Zotu14284	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Zotu14285	27	13	14	5	11	16	4	14	6	17	37	14	1	15	0	1	15	1	0	21	2	0	9	3	4	13	0	1	13	0
Zotu14286	0	0	6	0	0	0	0	6	14	0	0	0	1	1	0	0	5	0	0	2	0	0	0	41	0	3	0	0	0	0
Zotu14287	32	9	11	16	11	33	22	8	15	17	34	33	0	19	0	0	25	0	0	28	28	1	23	0	2	54	0	1	25	1
Zotu14288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14289	2	0	0	0	0	0	2	0	0	1	5	0	0	0	0	0	2	0	40	0	4	0	1	2	1	0	1	1	0	1
Zotu1429	0	2	0	3	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	2	0	33	0	0	0	0	0
Zotu14290	8	0	0	3	12	2	0	2	2	0	8	0	6	2	0	2	2	1	0	2	0	0	1	0	7	0	0	30	2	0
Zotu14291	0	0	0	7	5	6	0	0	0	7	0	0	0	19	0	0	0	0	0	1	0	0	2	0	0	7	1	0	0	16
Zotu14292	5	9	0	0	0	1	0	1	1	4	2	1	0	1	0	0	0	0	0	2	1	0	0	1	0	2	0	0	2	0
Zotu14293	2	1	0	0	2	2	25	15	3	7	3	0	0	5	0	0	18	0	3	4	0	0	17	1	2	3	0	2	13	4
Zotu14294	9	8	5	0	2	9	0	4	4	1	0	1	0	2	0	0	8	0	1	3	0	0	2	0	0	6	0	0	8	0
Zotu14295	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	2	0	0	1	0	0
Zotu14296	30	0	1	3	18	21	0	17	17	4	27	55	1	12	0	1	6	0	1	27	3	1	21	19	1	16	1	0	9	3
Zotu14297	24	0	11	13	0	18	1	2	8	0	21	6	0	11	2	0	8	0	1	8	3	3	0	58	2	10	89	10	27	0
Zotu14298	2	0	1	0	1	0	0	0	2	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	4	6	0	1	0
Zotu14299	0	0	0	0	1	14	45	0	0	3	0	0	0	7	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2
Zotu143	3	0	2	14	6	2	10	3	4	14	11	1	2	6	2	0	0	4	5	3	5	0	4	0	45	2	0	18	8	0
Zotu1430	0	0	1	0	0	0	1	0	0	1	1	0	0	3	0	5	0	0	1	0	0	2	0	0	0	0	0	3	1	0
Zotu14300	0	1	0	0	0	6	0	1	0	0	0	0	4	3	0	1	0	8	0	1	0	0	0	0	3	0	0	1	0	0
Zotu14301	0	0	2	1	0	7	0	0	1	0	4	0	0	3	0	0	7	0	0	1	0	0	3	6	0	0	0	0	1	0
Zotu14302	0	0	1	3	0	0	0	0	0	0	1	0	3	7	0	1	0	0	7	0	0	1	1	0	0	0	0	3	0	0
Zotu14303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu14305	3	1	4	1	3	1	1	4	3	1	0	2	0	6	0	0	4	1	0	2	3	0	4	3	0	7	2	0	0	1
Zotu14306	0	0	1	1	2	1	0	1	0	0	0	0	5	2	0	0	1	3	4	2	0	14	4	0	0	1	0	0	0	0
Zotu14307	0	0	0	9	5	1	0	0	7	7	7	1	4	1	0	1	1	0	8	0	3	0	3	10	10	0	0	6	0	20
Zotu14308	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	5	44	0	0	0	0	0	0	0	0	0
Zotu14309	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	18	0	0	26	0	0	27	1	0	0	0	0	3	0	0
Zotu1431	3	5	6	9	3	5	3	5	2	10	15	11	2	15	16	0	7	8	0	10	2	0	14	6	0	9	25	0	8	11
Zotu14310	1	1	10	26	2	8	41	0	12	5	0	5	1	9	1	0	9	0	3	7	0	0	0	0	0	22	0	0	18	1
Zotu14311	1	4	2	3	1	3	1	2	5	8	4	3	0	4	0	0	14	0	0	3	0	0	2	0	0	6	0	0	3	0
Zotu14312	3	4	0	3	0	2	0	0	3	2	3	0	0	2	0	0	6	0	0	5	0	0	2	0	0	0	0	0	0	0
Zotu14313	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2
Zotu14314	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu14315	0	0	7	1	0	1	11	0	6	2	3	14	0	0	8	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3
Zotu14316	19	11	5	0	5	5	24	1	6	1	8	10	0	9	0	0	12	0	0	3	4	0	9	5	0	8	0	0	9	0
Zotu14317	0	1	0	0	0	0	35	0	3	25	0	42	0	16	0	1	19	0	0	0	0	0	58	0	0	0	0	1	0	0
Zotu14318	1	0	1	1	0	1	1	1	4	3	1	4	1	0	7	0	1	0	1	0	3	15	1	0	0	0	0	0	0	1
Zotu14319	0	1	3	3	0	2	0	3	1	3	6	1	0	4	0	0	1	0	0	1	0	0	3	0	0	4	0	0	0	0
Zotu1432	10	13	16	7	4	19	17	14	20	22	7	8	1	10	1	0	15	5	0	5	8	1	12	5	0	26	24	0	12	2
Zotu14320	0	0	0	0	0	2	37	9	0	1	0	5	1	4	0	0	3	1	0	0	47	0	0	0	0	0	0	0	15	0
Zotu14321	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	12	0	2	0	0	0	0	0	0	0
Zotu14322	21	6	0	0	5	0	20	0	0	5	31	4	4	12	1	0	4	0	5	2	0	0	0	0	0	0	0	0	0	1
Zotu14323	2	6	3	0	0	0	6	1	2	5	0	3	0	0	0	2	3	8	2	14	9	13	17	0	1	1	0	0	7	1
Zotu14324	0	0	0	0	11	6	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu14325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0
Zotu14327	0	11	4	1	3	0	4	1	1	7	2	3	2	2	24	3	0	0	10	3	0	14	4	0	0	0	0	0	1	0
Zotu14328	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3
Zotu14329	2	0	0	0	0	1	2	1	0	1	0	2	1	0	1	1	2	2	0	4	0	0	2	2	1	0	0	0	0	2
Zotu1433	0	2	0	1	3	0	2	0	0	1	2	0	6	0	0	20	0	1	3	0	0	36	3	0	0	0	0	4	0	0
Zotu14330	10	11	4	1	2	3	13	4	5	4	11	8	0	11	0	0	5	0	0	5	7	0	9	4	0	10	0	0	10	0
Zotu14331	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
Zotu14332	0	0	0	0	1	5	0	0	0	0	9	5	0	2	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	0
Zotu14333	0	6	0	0	1	0	0	1	5	1	0	2	0	1	0	0	1	1	0	6	4	0	2	0	0	3	2	0	3	1
Zotu14334	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Zotu14335	0	2	0	0	0	1	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu14336	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	7	0	0	29	0	0	11	2	0	0	0	0	0	0	0
Zotu14337	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	33	2	0	7	0	0	4	0	0	0	0	1
Zotu14338	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1
Zotu14339	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0
Zotu1434	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu14340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14342	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu14343	1	0	6	1	2	3	12	1	4	3	2	4	1	10	0	0	4	28	0	3	0	1	0	0	0	0	0	1	10	0
Zotu14344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14345	0	4	7	1	3	3	3	1	4	4	1	3	0	3	0	0	2	0	0	0	0	0	4	0	0	3	0	0	3	0
Zotu14346	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu14347	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu14348	0	0	0	1	2	1	0	1	0	0	1	2	1	2	0	5	0	0	7	0	0	2	1	0	0	0	0	0	0	0
Zotu14349	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0
Zotu1435	19	9	14	13	9	17	16	9	15	8	14	1	3	26	2	0	20	1	3	22	3	2	20	0	2	19	1	0	9	11
Zotu14350	1	0	0	0	0	0	1	2	0	0	0	0	0	0	9	0	1	5	0	1	1	0	1	3	0	0	8	1	0	0
Zotu14351	1	6	14	0	0	4	3	6	1	19	0	0	1	3	2	1	5	2	466	3	20	0	0	67	2	3	1	8	4	3
Zotu14352	2	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	2	1
Zotu14353	0	1	0	0	0	7	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14354	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14355	0	0	0	1	2	1	0	0	1	0	0	0	2	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0
Zotu14356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Zotu14357	14	0	1	4	1	6	0	0	9	0	0	3	0	4	0	0	2	0	0	6	0	0	3	16	0	4	0	0	0	0
Zotu14358	1	0	1	0	0	1	0	0	3	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Zotu14359	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	1	0
Zotu1436	0	0	4	0	0	1	0	1	2	2	0	0	9	2	1	0	3	0	9	2	0	3	1	2	1	0	0	2	0	0
Zotu14360	0	2	0	2	3	0	0	0	3	0	0	1	0	0	0	0	1	1	1	0	0	3	2	0	1	3	0	0	0	11
Zotu14361	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
Zotu14362	2	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	0	3	0	0	0	1	0
Zotu14363	2	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu14364	0	3	0	0	6	0	0	0	1	0	0	2	1	0	0	8	1	0	2	0	0	5	1	1	7	0	0	4	0	0
Zotu14365	2	32	9	18	3	6	7	0	13	12	0	7	0	7	10	1	8	0	0	0	60	0	1	1	1	8	1	0	0	0
Zotu14366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu14367	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0
Zotu14368	0	0	1	0	2	0	2	2	0	0	0	1	0	1	1	0	0	8	0	3	0	0	1	4	0	0	2	0	0	8
Zotu14369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1437	0	0	2	3	0	3	0	1	1	0	0	0	7	2	9	0	0	0	0	0	2	73	5	0	0	0	0	0	1	0
Zotu14370	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	0	0	2	1	0	3	0	0	1	1	0
Zotu14371	1	4	0	0	13	3	0	0	0	0	2	0	1	1	1	5	0	1	1	3	9	3	1	0	6	1	0	4	0	1
Zotu14372	0	3	0	0	8	4	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	1	0	0	0	14
Zotu14373	5	35	8	13	9	19	2	1	3	0	23	22	0	23	72	1	18	25	0	19	33	0	28	1	0	37	90	2	12	5
Zotu14374	5	5	9	0	1	2	12	1	7	2	3	0	0	4	1	0	0	0	0	1	0	0	5	0	0	11	0	0	1	0
Zotu14375	6	0	0	4	0	0	10	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14376	0	0	1	1	0	0	0	0	0	3	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu14377	0	0	0	0	0	0	3	0	0	2	5	0	0	0	26	0	0	0	0	2	0	0	0	1	0	3	0	0	0	14
